id,Etapa,Sensor,Temperatura,hora,minuto,segundo,fecha_de_llegada
4612,6,10,3.8,11,56,31,2025-08-08 12:00:16
4613,6,11,4.0,11,56,31,2025-08-08 12:00:16
4614,6,12,3.6,11,56,31,2025-08-08 12:00:16
4615,6,13,4.1,11,56,31,2025-08-08 12:00:16
4616,6,14,3.7,11,56,31,2025-08-08 12:00:16
4617,6,15,4.3,11,56,31,2025-08-08 12:00:16
4618,6,16,4.1,11,56,31,2025-08-08 12:00:16
4619,6,17,4.4,11,56,31,2025-08-08 12:00:16
4620,6,18,3.5,11,56,31,2025-08-08 12:00:16
4621,6,19,4.1,11,56,31,2025-08-08 12:00:16
4622,6,20,19.8,11,56,31,2025-08-08 12:00:16
4623,7,10,4.0,11,56,46,2025-08-08 12:00:16
4624,7,11,4.2,11,56,46,2025-08-08 12:00:16
4625,7,12,3.7,11,56,46,2025-08-08 12:00:16
4626,7,13,4.3,11,56,46,2025-08-08 12:00:16
4627,7,14,3.9,11,56,46,2025-08-08 12:00:16
4628,7,15,4.4,11,56,46,2025-08-08 12:00:16
4629,7,16,4.2,11,56,46,2025-08-08 12:00:16
4630,7,17,4.4,11,56,46,2025-08-08 12:00:16
4631,7,18,3.7,11,56,46,2025-08-08 12:00:16
4632,7,19,4.1,11,56,46,2025-08-08 12:00:16
4633,7,20,19.8,11,56,46,2025-08-08 12:00:16
4634,8,10,4.2,11,57,1,2025-08-08 12:00:16
4635,8,11,4.4,11,57,1,2025-08-08 12:00:16
4636,8,12,4.0,11,57,1,2025-08-08 12:00:16
4637,8,13,4.5,11,57,1,2025-08-08 12:00:16
4638,8,14,4.1,11,57,1,2025-08-08 12:00:16
4639,8,15,4.7,11,57,1,2025-08-08 12:00:16
4640,8,16,4.4,11,57,1,2025-08-08 12:00:16
4641,8,17,4.6,11,57,1,2025-08-08 12:00:16
4642,8,18,4.1,11,57,1,2025-08-08 12:00:16
4643,8,19,4.2,11,57,1,2025-08-08 12:00:16
4644,8,20,19.9,11,57,1,2025-08-08 12:00:16
4645,9,10,4.4,11,57,16,2025-08-08 12:00:16
4646,9,11,4.6,11,57,16,2025-08-08 12:00:16
4647,9,12,4.2,11,57,16,2025-08-08 12:00:16
4648,9,13,4.6,11,57,16,2025-08-08 12:00:16
4649,9,14,4.3,11,57,16,2025-08-08 12:00:16
4650,9,15,4.8,11,57,16,2025-08-08 12:00:16
4651,9,16,4.6,11,57,16,2025-08-08 12:00:16
4652,9,17,4.7,11,57,16,2025-08-08 12:00:16
4653,9,18,4.2,11,57,16,2025-08-08 12:00:16
4654,9,19,4.4,11,57,16,2025-08-08 12:00:16
4655,9,20,20.0,11,57,16,2025-08-08 12:00:16
4656,10,10,4.4,11,57,31,2025-08-08 12:00:16
4657,10,11,4.6,11,57,31,2025-08-08 12:00:16
4658,10,12,4.2,11,57,31,2025-08-08 12:00:16
4659,10,13,4.7,11,57,31,2025-08-08 12:00:16
4660,10,14,4.4,11,57,31,2025-08-08 12:00:16
4661,10,15,4.9,11,57,31,2025-08-08 12:00:16
4662,10,16,4.6,11,57,31,2025-08-08 12:00:16
4663,10,17,4.7,11,57,31,2025-08-08 12:00:16
4664,10,18,4.2,11,57,31,2025-08-08 12:00:16
4665,10,19,4.6,11,57,31,2025-08-08 12:00:16
4666,10,20,20.0,11,57,31,2025-08-08 12:00:16
4667,11,10,4.4,11,57,46,2025-08-08 12:00:16
4668,11,11,4.5,11,57,46,2025-08-08 12:00:16
4669,11,12,4.2,11,57,46,2025-08-08 12:00:16
4670,11,13,4.6,11,57,46,2025-08-08 12:00:16
4671,11,14,4.4,11,57,46,2025-08-08 12:00:16
4672,11,15,4.9,11,57,46,2025-08-08 12:00:16
4673,11,16,4.5,11,57,46,2025-08-08 12:00:16
4674,11,17,4.8,11,57,46,2025-08-08 12:00:16
4675,11,18,4.1,11,57,46,2025-08-08 12:00:16
4676,11,19,4.6,11,57,46,2025-08-08 12:00:16
4677,11,20,19.9,11,57,46,2025-08-08 12:00:16
4678,12,10,4.3,11,58,1,2025-08-08 12:00:16
4679,12,11,4.4,11,58,1,2025-08-08 12:00:16
4680,12,12,4.1,11,58,1,2025-08-08 12:00:16
4681,12,13,4.6,11,58,1,2025-08-08 12:00:16
4682,12,14,4.3,11,58,1,2025-08-08 12:00:16
4683,12,15,4.9,11,58,1,2025-08-08 12:00:16
4684,12,16,4.4,11,58,1,2025-08-08 12:00:16
4685,12,17,4.8,11,58,1,2025-08-08 12:00:16
4686,12,18,3.9,11,58,1,2025-08-08 12:00:16
4687,12,19,4.7,11,58,1,2025-08-08 12:00:16
4688,12,20,20.0,11,58,1,2025-08-08 12:00:16
4689,13,10,4.2,11,58,16,2025-08-08 12:00:16
4690,13,11,4.4,11,58,16,2025-08-08 12:00:16
4691,13,12,4.0,11,58,16,2025-08-08 12:00:16
4692,13,13,4.6,11,58,16,2025-08-08 12:00:16
4693,13,14,4.2,11,58,16,2025-08-08 12:00:16
4694,13,15,4.8,11,58,16,2025-08-08 12:00:16
4695,13,16,4.4,11,58,16,2025-08-08 12:00:16
4696,13,17,4.8,11,58,16,2025-08-08 12:00:16
4697,13,18,3.7,11,58,16,2025-08-08 12:00:16
4698,13,19,4.6,11,58,16,2025-08-08 12:00:16
4699,13,20,20.2,11,58,16,2025-08-08 12:00:16
4700,14,10,4.2,11,58,31,2025-08-08 12:00:16
4701,14,11,4.2,11,58,31,2025-08-08 12:00:16
4702,14,12,3.9,11,58,31,2025-08-08 12:00:16
4703,14,13,4.5,11,58,31,2025-08-08 12:00:16
4704,14,14,4.1,11,58,31,2025-08-08 12:00:16
4705,14,15,4.7,11,58,31,2025-08-08 12:00:16
4706,14,16,4.2,11,58,31,2025-08-08 12:00:16
4707,14,17,4.7,11,58,31,2025-08-08 12:00:16
4708,14,18,3.6,11,58,31,2025-08-08 12:00:16
4709,14,19,4.6,11,58,31,2025-08-08 12:00:16
4710,14,20,20.2,11,58,31,2025-08-08 12:00:16
4711,15,10,4.0,11,58,46,2025-08-08 12:00:16
4712,15,11,4.1,11,58,46,2025-08-08 12:00:16
4713,15,12,3.7,11,58,46,2025-08-08 12:00:16
4714,15,13,4.4,11,58,46,2025-08-08 12:00:16
4715,15,14,4.0,11,58,46,2025-08-08 12:00:16
4716,15,15,4.7,11,58,46,2025-08-08 12:00:16
4717,15,16,4.1,11,58,46,2025-08-08 12:00:16
4718,15,17,4.6,11,58,46,2025-08-08 12:00:16
4719,15,18,3.4,11,58,46,2025-08-08 12:00:16
4720,15,19,4.5,11,58,46,2025-08-08 12:00:16
4721,15,20,20.1,11,58,46,2025-08-08 12:00:16
4722,16,10,3.9,11,59,1,2025-08-08 12:00:16
4723,16,11,3.9,11,59,1,2025-08-08 12:00:16
4724,16,12,3.6,11,59,1,2025-08-08 12:00:16
4725,16,13,4.2,11,59,1,2025-08-08 12:00:16
4726,16,14,3.9,11,59,1,2025-08-08 12:00:16
4727,16,15,4.5,11,59,1,2025-08-08 12:00:16
4728,16,16,3.9,11,59,1,2025-08-08 12:00:16
4729,16,17,4.6,11,59,1,2025-08-08 12:00:16
4730,16,18,3.2,11,59,1,2025-08-08 12:00:16
4731,16,19,4.4,11,59,1,2025-08-08 12:00:16
4732,16,20,20.2,11,59,1,2025-08-08 12:00:16
4733,17,10,3.6,11,59,16,2025-08-08 12:00:16
4734,17,11,3.7,11,59,16,2025-08-08 12:00:16
4735,17,12,3.3,11,59,16,2025-08-08 12:00:16
4736,17,13,4.1,11,59,16,2025-08-08 12:00:16
4737,17,14,3.7,11,59,16,2025-08-08 12:00:16
4738,17,15,4.3,11,59,16,2025-08-08 12:00:16
4739,17,16,3.7,11,59,16,2025-08-08 12:00:16
4740,17,17,4.4,11,59,16,2025-08-08 12:00:16
4741,17,18,2.9,11,59,16,2025-08-08 12:00:16
4742,17,19,4.3,11,59,16,2025-08-08 12:00:16
4743,17,20,20.1,11,59,16,2025-08-08 12:00:16
4744,18,10,3.4,11,59,31,2025-08-08 12:00:16
4745,18,11,3.5,11,59,31,2025-08-08 12:00:16
4746,18,12,3.1,11,59,31,2025-08-08 12:00:16
4747,18,13,3.9,11,59,31,2025-08-08 12:00:16
4748,18,14,3.5,11,59,31,2025-08-08 12:00:16
4749,18,15,4.1,11,59,31,2025-08-08 12:00:16
4750,18,16,3.4,11,59,31,2025-08-08 12:00:16
4751,18,17,4.2,11,59,31,2025-08-08 12:00:16
4752,18,18,2.7,11,59,31,2025-08-08 12:00:16
4753,18,19,4.2,11,59,31,2025-08-08 12:00:16
4754,18,20,20.1,11,59,31,2025-08-08 12:00:16
4755,19,10,3.2,11,59,46,2025-08-08 12:00:16
4756,19,11,3.2,11,59,46,2025-08-08 12:00:16
4757,19,12,2.9,11,59,46,2025-08-08 12:00:16
4758,19,13,3.7,11,59,46,2025-08-08 12:00:16
4759,19,14,3.3,11,59,46,2025-08-08 12:00:16
4760,19,15,3.9,11,59,46,2025-08-08 12:00:16
4761,19,16,3.2,11,59,46,2025-08-08 12:00:16
4762,19,17,4.1,11,59,46,2025-08-08 12:00:16
4763,19,18,2.5,11,59,46,2025-08-08 12:00:16
4764,19,19,4.0,11,59,46,2025-08-08 12:00:16
4765,19,20,20.1,11,59,46,2025-08-08 12:00:16
4766,20,10,3.1,12,0,1,2025-08-08 12:00:16
4767,20,11,3.1,12,0,1,2025-08-08 12:00:16
4768,20,12,2.7,12,0,1,2025-08-08 12:00:16
4769,20,13,3.6,12,0,1,2025-08-08 12:00:16
4770,20,14,3.2,12,0,1,2025-08-08 12:00:16
4771,20,15,3.7,12,0,1,2025-08-08 12:00:16
4772,20,16,3.2,12,0,1,2025-08-08 12:00:16
4773,20,17,4.1,12,0,1,2025-08-08 12:00:16
4774,20,18,2.4,12,0,1,2025-08-08 12:00:16
4775,20,19,3.9,12,0,1,2025-08-08 12:00:16
4776,20,20,20.2,12,0,1,2025-08-08 12:00:16
4777,1,10,2.9,12,0,27,2025-08-08 12:05:27
4778,1,11,3.0,12,0,27,2025-08-08 12:05:27
4779,1,12,2.6,12,0,27,2025-08-08 12:05:27
4780,1,13,3.4,12,0,27,2025-08-08 12:05:27
4781,1,14,3.0,12,0,27,2025-08-08 12:05:27
4782,1,15,3.6,12,0,27,2025-08-08 12:05:27
4783,1,16,3.1,12,0,27,2025-08-08 12:05:27
4784,1,17,3.9,12,0,27,2025-08-08 12:05:27
4785,1,18,2.3,12,0,27,2025-08-08 12:05:27
4786,1,19,3.7,12,0,27,2025-08-08 12:05:27
4787,1,20,20.2,12,0,27,2025-08-08 12:05:27
4788,2,10,2.9,12,0,42,2025-08-08 12:05:27
4789,2,11,2.9,12,0,42,2025-08-08 12:05:27
4790,2,12,2.5,12,0,42,2025-08-08 12:05:27
4791,2,13,3.4,12,0,42,2025-08-08 12:05:27
4792,2,14,2.9,12,0,42,2025-08-08 12:05:27
4793,2,15,3.6,12,0,42,2025-08-08 12:05:27
4794,2,16,3.1,12,0,42,2025-08-08 12:05:27
4795,2,17,3.9,12,0,42,2025-08-08 12:05:27
4796,2,18,2.3,12,0,42,2025-08-08 12:05:27
4797,2,19,3.7,12,0,42,2025-08-08 12:05:27
4798,2,20,20.3,12,0,42,2025-08-08 12:05:27
4799,3,10,2.9,12,0,57,2025-08-08 12:05:27
4800,3,11,2.9,12,0,57,2025-08-08 12:05:27
4801,3,12,2.5,12,0,57,2025-08-08 12:05:27
4802,3,13,3.4,12,0,57,2025-08-08 12:05:27
4803,3,14,2.9,12,0,57,2025-08-08 12:05:27
4804,3,15,3.6,12,0,57,2025-08-08 12:05:27
4805,3,16,3.1,12,0,57,2025-08-08 12:05:27
4806,3,17,3.8,12,0,57,2025-08-08 12:05:27
4807,3,18,2.3,12,0,57,2025-08-08 12:05:27
4808,3,19,3.6,12,0,57,2025-08-08 12:05:27
4809,3,20,20.1,12,0,57,2025-08-08 12:05:27
4810,4,10,2.9,12,1,12,2025-08-08 12:05:27
4811,4,11,2.9,12,1,12,2025-08-08 12:05:27
4812,4,12,2.5,12,1,12,2025-08-08 12:05:27
4813,4,13,3.3,12,1,12,2025-08-08 12:05:27
4814,4,14,2.9,12,1,12,2025-08-08 12:05:27
4815,4,15,3.6,12,1,12,2025-08-08 12:05:27
4816,4,16,3.0,12,1,12,2025-08-08 12:05:27
4817,4,17,3.8,12,1,12,2025-08-08 12:05:27
4818,4,18,2.3,12,1,12,2025-08-08 12:05:27
4819,4,19,3.6,12,1,12,2025-08-08 12:05:27
4820,4,20,20.2,12,1,12,2025-08-08 12:05:27
4821,5,10,2.9,12,1,27,2025-08-08 12:05:27
4822,5,11,3.0,12,1,27,2025-08-08 12:05:27
4823,5,12,2.5,12,1,27,2025-08-08 12:05:27
4824,5,13,3.3,12,1,27,2025-08-08 12:05:27
4825,5,14,2.9,12,1,27,2025-08-08 12:05:27
4826,5,15,3.6,12,1,27,2025-08-08 12:05:27
4827,5,16,3.1,12,1,27,2025-08-08 12:05:27
4828,5,17,3.7,12,1,27,2025-08-08 12:05:27
4829,5,18,2.4,12,1,27,2025-08-08 12:05:27
4830,5,19,3.6,12,1,27,2025-08-08 12:05:27
4831,5,20,20.2,12,1,27,2025-08-08 12:05:27
4832,6,10,2.9,12,1,42,2025-08-08 12:05:27
4833,6,11,3.0,12,1,42,2025-08-08 12:05:27
4834,6,12,2.6,12,1,42,2025-08-08 12:05:27
4835,6,13,3.3,12,1,42,2025-08-08 12:05:27
4836,6,14,2.9,12,1,42,2025-08-08 12:05:27
4837,6,15,3.6,12,1,42,2025-08-08 12:05:27
4838,6,16,3.1,12,1,42,2025-08-08 12:05:27
4839,6,17,3.7,12,1,42,2025-08-08 12:05:27
4840,6,18,2.4,12,1,42,2025-08-08 12:05:27
4841,6,19,3.6,12,1,42,2025-08-08 12:05:27
4842,6,20,20.2,12,1,42,2025-08-08 12:05:27
4843,7,10,2.9,12,1,57,2025-08-08 12:05:27
4844,7,11,3.1,12,1,57,2025-08-08 12:05:27
4845,7,12,2.6,12,1,57,2025-08-08 12:05:27
4846,7,13,3.4,12,1,57,2025-08-08 12:05:27
4847,7,14,2.9,12,1,57,2025-08-08 12:05:27
4848,7,15,3.6,12,1,57,2025-08-08 12:05:27
4849,7,16,3.1,12,1,57,2025-08-08 12:05:27
4850,7,17,3.7,12,1,57,2025-08-08 12:05:27
4851,7,18,2.4,12,1,57,2025-08-08 12:05:27
4852,7,19,3.5,12,1,57,2025-08-08 12:05:27
4853,7,20,20.1,12,1,57,2025-08-08 12:05:27
4854,8,10,3.0,12,2,12,2025-08-08 12:05:27
4855,8,11,3.1,12,2,12,2025-08-08 12:05:27
4856,8,12,2.6,12,2,12,2025-08-08 12:05:27
4857,8,13,3.4,12,2,12,2025-08-08 12:05:27
4858,8,14,2.9,12,2,12,2025-08-08 12:05:27
4859,8,15,3.6,12,2,12,2025-08-08 12:05:27
4860,8,16,3.2,12,2,12,2025-08-08 12:05:27
4861,8,17,3.8,12,2,12,2025-08-08 12:05:27
4862,8,18,2.5,12,2,12,2025-08-08 12:05:27
4863,8,19,3.5,12,2,12,2025-08-08 12:05:27
4864,8,20,20.2,12,2,12,2025-08-08 12:05:27
4865,9,10,3.1,12,2,27,2025-08-08 12:05:27
4866,9,11,3.2,12,2,27,2025-08-08 12:05:27
4867,9,12,2.7,12,2,27,2025-08-08 12:05:27
4868,9,13,3.4,12,2,27,2025-08-08 12:05:27
4869,9,14,3.0,12,2,27,2025-08-08 12:05:27
4870,9,15,3.7,12,2,27,2025-08-08 12:05:27
4871,9,16,3.2,12,2,27,2025-08-08 12:05:27
4872,9,17,3.8,12,2,27,2025-08-08 12:05:27
4873,9,18,2.6,12,2,27,2025-08-08 12:05:27
4874,9,19,3.6,12,2,27,2025-08-08 12:05:27
4875,9,20,20.3,12,2,27,2025-08-08 12:05:27
4876,10,10,3.1,12,2,42,2025-08-08 12:05:27
4877,10,11,3.2,12,2,42,2025-08-08 12:05:27
4878,10,12,2.7,12,2,42,2025-08-08 12:05:27
4879,10,13,3.5,12,2,42,2025-08-08 12:05:27
4880,10,14,3.1,12,2,42,2025-08-08 12:05:27
4881,10,15,3.7,12,2,42,2025-08-08 12:05:27
4882,10,16,3.3,12,2,42,2025-08-08 12:05:27
4883,10,17,3.8,12,2,42,2025-08-08 12:05:27
4884,10,18,2.7,12,2,42,2025-08-08 12:05:27
4885,10,19,3.6,12,2,42,2025-08-08 12:05:27
4886,10,20,20.3,12,2,42,2025-08-08 12:05:27
4887,11,10,3.2,12,2,57,2025-08-08 12:05:27
4888,11,11,3.3,12,2,57,2025-08-08 12:05:27
4889,11,12,2.9,12,2,57,2025-08-08 12:05:27
4890,11,13,3.5,12,2,57,2025-08-08 12:05:27
4891,11,14,3.1,12,2,57,2025-08-08 12:05:27
4892,11,15,3.7,12,2,57,2025-08-08 12:05:27
4893,11,16,3.4,12,2,57,2025-08-08 12:05:27
4894,11,17,3.9,12,2,57,2025-08-08 12:05:27
4895,11,18,2.7,12,2,57,2025-08-08 12:05:27
4896,11,19,3.6,12,2,57,2025-08-08 12:05:27
4897,11,20,20.3,12,2,57,2025-08-08 12:05:27
4898,12,10,3.2,12,3,12,2025-08-08 12:05:27
4899,12,11,3.4,12,3,12,2025-08-08 12:05:27
4900,12,12,2.9,12,3,12,2025-08-08 12:05:27
4901,12,13,3.6,12,3,12,2025-08-08 12:05:27
4902,12,14,3.2,12,3,12,2025-08-08 12:05:27
4903,12,15,3.8,12,3,12,2025-08-08 12:05:27
4904,12,16,3.4,12,3,12,2025-08-08 12:05:27
4905,12,17,3.9,12,3,12,2025-08-08 12:05:27
4906,12,18,2.9,12,3,12,2025-08-08 12:05:27
4907,12,19,3.6,12,3,12,2025-08-08 12:05:27
4908,12,20,20.3,12,3,12,2025-08-08 12:05:27
4909,13,10,3.3,12,3,27,2025-08-08 12:05:27
4910,13,11,3.5,12,3,27,2025-08-08 12:05:27
4911,13,12,3.1,12,3,27,2025-08-08 12:05:27
4912,13,13,3.6,12,3,27,2025-08-08 12:05:27
4913,13,14,3.3,12,3,27,2025-08-08 12:05:27
4914,13,15,3.9,12,3,27,2025-08-08 12:05:27
4915,13,16,3.6,12,3,27,2025-08-08 12:05:27
4916,13,17,3.9,12,3,27,2025-08-08 12:05:27
4917,13,18,3.0,12,3,27,2025-08-08 12:05:27
4918,13,19,3.7,12,3,27,2025-08-08 12:05:27
4919,13,20,20.3,12,3,27,2025-08-08 12:05:27
4920,14,10,3.4,12,3,42,2025-08-08 12:05:27
4921,14,11,3.6,12,3,42,2025-08-08 12:05:27
4922,14,12,3.1,12,3,42,2025-08-08 12:05:27
4923,14,13,3.7,12,3,42,2025-08-08 12:05:27
4924,14,14,3.4,12,3,42,2025-08-08 12:05:27
4925,14,15,4.0,12,3,42,2025-08-08 12:05:27
4926,14,16,3.6,12,3,42,2025-08-08 12:05:27
4927,14,17,4.0,12,3,42,2025-08-08 12:05:27
4928,14,18,3.1,12,3,42,2025-08-08 12:05:27
4929,14,19,3.7,12,3,42,2025-08-08 12:05:27
4930,14,20,20.1,12,3,42,2025-08-08 12:05:27
4931,15,10,3.5,12,3,57,2025-08-08 12:05:27
4932,15,11,3.7,12,3,57,2025-08-08 12:05:27
4933,15,12,3.2,12,3,57,2025-08-08 12:05:27
4934,15,13,3.9,12,3,57,2025-08-08 12:05:27
4935,15,14,3.4,12,3,57,2025-08-08 12:05:27
4936,15,15,4.1,12,3,57,2025-08-08 12:05:27
4937,15,16,3.7,12,3,57,2025-08-08 12:05:27
4938,15,17,4.1,12,3,57,2025-08-08 12:05:27
4939,15,18,3.2,12,3,57,2025-08-08 12:05:27
4940,15,19,3.8,12,3,57,2025-08-08 12:05:27
4941,15,20,20.1,12,3,57,2025-08-08 12:05:27
4942,16,10,3.6,12,4,12,2025-08-08 12:05:27
4943,16,11,3.7,12,4,12,2025-08-08 12:05:27
4944,16,12,3.4,12,4,12,2025-08-08 12:05:27
4945,16,13,3.9,12,4,12,2025-08-08 12:05:27
4946,16,14,3.6,12,4,12,2025-08-08 12:05:27
4947,16,15,4.2,12,4,12,2025-08-08 12:05:27
4948,16,16,3.8,12,4,12,2025-08-08 12:05:27
4949,16,17,4.1,12,4,12,2025-08-08 12:05:27
4950,16,18,3.3,12,4,12,2025-08-08 12:05:27
4951,16,19,3.9,12,4,12,2025-08-08 12:05:27
4952,16,20,20.1,12,4,12,2025-08-08 12:05:27
4953,17,10,3.7,12,4,27,2025-08-08 12:05:27
4954,17,11,3.9,12,4,27,2025-08-08 12:05:27
4955,17,12,3.5,12,4,27,2025-08-08 12:05:27
4956,17,13,4.0,12,4,27,2025-08-08 12:05:27
4957,17,14,3.7,12,4,27,2025-08-08 12:05:27
4958,17,15,4.2,12,4,27,2025-08-08 12:05:27
4959,17,16,3.9,12,4,27,2025-08-08 12:05:27
4960,17,17,4.2,12,4,27,2025-08-08 12:05:27
4961,17,18,3.4,12,4,27,2025-08-08 12:05:27
4962,17,19,3.9,12,4,27,2025-08-08 12:05:27
4963,17,20,20.2,12,4,27,2025-08-08 12:05:27
4964,18,10,3.8,12,4,42,2025-08-08 12:05:27
4965,18,11,4.0,12,4,42,2025-08-08 12:05:27
4966,18,12,3.6,12,4,42,2025-08-08 12:05:27
4967,18,13,4.2,12,4,42,2025-08-08 12:05:27
4968,18,14,3.7,12,4,42,2025-08-08 12:05:27
4969,18,15,4.3,12,4,42,2025-08-08 12:05:27
4970,18,16,4.1,12,4,42,2025-08-08 12:05:27
4971,18,17,4.2,12,4,42,2025-08-08 12:05:27
4972,18,18,3.6,12,4,42,2025-08-08 12:05:27
4973,18,19,4.0,12,4,42,2025-08-08 12:05:27
4974,18,20,20.3,12,4,42,2025-08-08 12:05:27
4975,19,10,4.0,12,4,57,2025-08-08 12:05:27
4976,19,11,4.2,12,4,57,2025-08-08 12:05:27
4977,19,12,3.9,12,4,57,2025-08-08 12:05:27
4978,19,13,4.3,12,4,57,2025-08-08 12:05:27
4979,19,14,3.9,12,4,57,2025-08-08 12:05:27
4980,19,15,4.5,12,4,57,2025-08-08 12:05:27
4981,19,16,4.3,12,4,57,2025-08-08 12:05:27
4982,19,17,4.3,12,4,57,2025-08-08 12:05:27
4983,19,18,3.9,12,4,57,2025-08-08 12:05:27
4984,19,19,4.1,12,4,57,2025-08-08 12:05:27
4985,19,20,20.3,12,4,57,2025-08-08 12:05:27
4986,20,10,4.2,12,5,12,2025-08-08 12:05:27
4987,20,11,4.4,12,5,12,2025-08-08 12:05:27
4988,20,12,4.1,12,5,12,2025-08-08 12:05:27
4989,20,13,4.5,12,5,12,2025-08-08 12:05:27
4990,20,14,4.1,12,5,12,2025-08-08 12:05:27
4991,20,15,4.7,12,5,12,2025-08-08 12:05:27
4992,20,16,4.5,12,5,12,2025-08-08 12:05:27
4993,20,17,4.5,12,5,12,2025-08-08 12:05:27
4994,20,18,4.2,12,5,12,2025-08-08 12:05:27
4995,20,19,4.3,12,5,12,2025-08-08 12:05:27
4996,20,20,20.3,12,5,12,2025-08-08 12:05:27
4997,1,10,4.3,12,5,39,2025-08-08 12:10:39
4998,1,11,4.5,12,5,39,2025-08-08 12:10:39
4999,1,12,4.2,12,5,39,2025-08-08 12:10:39
5000,1,13,4.6,12,5,39,2025-08-08 12:10:39
5001,1,14,4.4,12,5,39,2025-08-08 12:10:39
5002,1,15,4.9,12,5,39,2025-08-08 12:10:39
5003,1,16,4.5,12,5,39,2025-08-08 12:10:39
5004,1,17,4.6,12,5,39,2025-08-08 12:10:39
5005,1,18,4.1,12,5,39,2025-08-08 12:10:39
5006,1,19,4.5,12,5,39,2025-08-08 12:10:39
5007,1,20,20.3,12,5,39,2025-08-08 12:10:39
5008,2,10,4.2,12,5,54,2025-08-08 12:10:39
5009,2,11,4.4,12,5,54,2025-08-08 12:10:39
5010,2,12,4.1,12,5,54,2025-08-08 12:10:39
5011,2,13,4.5,12,5,54,2025-08-08 12:10:39
5012,2,14,4.3,12,5,54,2025-08-08 12:10:39
5013,2,15,4.9,12,5,54,2025-08-08 12:10:39
5014,2,16,4.4,12,5,54,2025-08-08 12:10:39
5015,2,17,4.6,12,5,54,2025-08-08 12:10:39
5016,2,18,3.9,12,5,54,2025-08-08 12:10:39
5017,2,19,4.5,12,5,54,2025-08-08 12:10:39
5018,2,20,20.3,12,5,54,2025-08-08 12:10:39
5019,3,10,4.2,12,6,9,2025-08-08 12:10:39
5020,3,11,4.4,12,6,9,2025-08-08 12:10:39
5021,3,12,4.0,12,6,9,2025-08-08 12:10:39
5022,3,13,4.5,12,6,9,2025-08-08 12:10:39
5023,3,14,4.2,12,6,9,2025-08-08 12:10:39
5024,3,15,4.8,12,6,9,2025-08-08 12:10:39
5025,3,16,4.3,12,6,9,2025-08-08 12:10:39
5026,3,17,4.6,12,6,9,2025-08-08 12:10:39
5027,3,18,3.8,12,6,9,2025-08-08 12:10:39
5028,3,19,4.5,12,6,9,2025-08-08 12:10:39
5029,3,20,20.4,12,6,9,2025-08-08 12:10:39
5030,4,10,4.1,12,6,24,2025-08-08 12:10:39
5031,4,11,4.3,12,6,24,2025-08-08 12:10:39
5032,4,12,3.9,12,6,24,2025-08-08 12:10:39
5033,4,13,4.4,12,6,24,2025-08-08 12:10:39
5034,4,14,4.1,12,6,24,2025-08-08 12:10:39
5035,4,15,4.7,12,6,24,2025-08-08 12:10:39
5036,4,16,4.2,12,6,24,2025-08-08 12:10:39
5037,4,17,4.6,12,6,24,2025-08-08 12:10:39
5038,4,18,3.6,12,6,24,2025-08-08 12:10:39
5039,4,19,4.5,12,6,24,2025-08-08 12:10:39
5040,4,20,20.4,12,6,24,2025-08-08 12:10:39
5041,5,10,4.0,12,6,39,2025-08-08 12:10:39
5042,5,11,4.1,12,6,39,2025-08-08 12:10:39
5043,5,12,3.7,12,6,39,2025-08-08 12:10:39
5044,5,13,4.3,12,6,39,2025-08-08 12:10:39
5045,5,14,4.1,12,6,39,2025-08-08 12:10:39
5046,5,15,4.7,12,6,39,2025-08-08 12:10:39
5047,5,16,4.1,12,6,39,2025-08-08 12:10:39
5048,5,17,4.5,12,6,39,2025-08-08 12:10:39
5049,5,18,3.5,12,6,39,2025-08-08 12:10:39
5050,5,19,4.4,12,6,39,2025-08-08 12:10:39
5051,5,20,20.4,12,6,39,2025-08-08 12:10:39
5052,6,10,3.8,12,6,54,2025-08-08 12:10:39
5053,6,11,3.9,12,6,54,2025-08-08 12:10:39
5054,6,12,3.6,12,6,54,2025-08-08 12:10:39
5055,6,13,4.2,12,6,54,2025-08-08 12:10:39
5056,6,14,3.9,12,6,54,2025-08-08 12:10:39
5057,6,15,4.6,12,6,54,2025-08-08 12:10:39
5058,6,16,3.9,12,6,54,2025-08-08 12:10:39
5059,6,17,4.4,12,6,54,2025-08-08 12:10:39
5060,6,18,3.2,12,6,54,2025-08-08 12:10:39
5061,6,19,4.4,12,6,54,2025-08-08 12:10:39
5062,6,20,20.4,12,6,54,2025-08-08 12:10:39
5063,7,10,3.6,12,7,9,2025-08-08 12:10:39
5064,7,11,3.7,12,7,9,2025-08-08 12:10:39
5065,7,12,3.4,12,7,9,2025-08-08 12:10:39
5066,7,13,4.1,12,7,9,2025-08-08 12:10:39
5067,7,14,3.7,12,7,9,2025-08-08 12:10:39
5068,7,15,4.4,12,7,9,2025-08-08 12:10:39
5069,7,16,3.7,12,7,9,2025-08-08 12:10:39
5070,7,17,4.3,12,7,9,2025-08-08 12:10:39
5071,7,18,3.1,12,7,9,2025-08-08 12:10:39
5072,7,19,4.3,12,7,9,2025-08-08 12:10:39
5073,7,20,20.5,12,7,9,2025-08-08 12:10:39
5074,8,10,3.4,12,7,24,2025-08-08 12:10:39
5075,8,11,3.5,12,7,24,2025-08-08 12:10:39
5076,8,12,3.1,12,7,24,2025-08-08 12:10:39
