id,Etapa,Sensor,Temperatura,hora,minuto,segundo,fecha_de_llegada
1374,3,17,8.1,10,44,32,2025-08-08 10:49:02
1375,3,18,7.0,10,44,32,2025-08-08 10:49:02
1376,3,19,7.6,10,44,32,2025-08-08 10:49:02
1377,3,21,6.9,10,44,32,2025-08-08 10:49:02
1378,4,10,7.4,10,44,47,2025-08-08 10:49:02
1379,4,11,8.2,10,44,47,2025-08-08 10:49:02
1380,4,12,7.1,10,44,47,2025-08-08 10:49:02
1381,4,13,8.2,10,44,47,2025-08-08 10:49:02
1382,4,14,6.9,10,44,47,2025-08-08 10:49:02
1383,4,15,7.9,10,44,47,2025-08-08 10:49:02
1384,4,16,7.7,10,44,47,2025-08-08 10:49:02
1385,4,17,8.2,10,44,47,2025-08-08 10:49:02
1386,4,18,7.1,10,44,47,2025-08-08 10:49:02
1387,4,19,7.6,10,44,47,2025-08-08 10:49:02
1388,4,21,7.0,10,44,47,2025-08-08 10:49:02
1389,5,10,7.4,10,45,2,2025-08-08 10:49:02
1390,5,11,8.3,10,45,2,2025-08-08 10:49:02
1391,5,12,7.1,10,45,2,2025-08-08 10:49:02
1392,5,13,8.3,10,45,2,2025-08-08 10:49:02
1393,5,14,7.0,10,45,2,2025-08-08 10:49:02
1394,5,15,8.1,10,45,2,2025-08-08 10:49:02
1395,5,16,7.7,10,45,2,2025-08-08 10:49:02
1396,5,17,8.2,10,45,2,2025-08-08 10:49:02
1397,5,18,7.1,10,45,2,2025-08-08 10:49:02
1398,5,19,7.7,10,45,2,2025-08-08 10:49:02
1399,5,21,7.1,10,45,2,2025-08-08 10:49:02
1400,6,10,7.5,10,45,17,2025-08-08 10:49:02
1401,6,11,8.3,10,45,17,2025-08-08 10:49:02
1402,6,12,7.2,10,45,17,2025-08-08 10:49:02
1403,6,13,8.3,10,45,17,2025-08-08 10:49:02
1404,6,14,7.1,10,45,17,2025-08-08 10:49:02
1405,6,15,8.0,10,45,17,2025-08-08 10:49:02
1406,6,16,7.7,10,45,17,2025-08-08 10:49:02
1407,6,17,8.3,10,45,17,2025-08-08 10:49:02
1408,6,18,7.1,10,45,17,2025-08-08 10:49:02
1409,6,19,7.7,10,45,17,2025-08-08 10:49:02
1410,6,21,7.1,10,45,17,2025-08-08 10:49:02
1411,7,10,7.5,10,45,32,2025-08-08 10:49:02
1412,7,11,8.4,10,45,32,2025-08-08 10:49:02
1413,7,12,7.2,10,45,32,2025-08-08 10:49:02
1414,7,13,8.4,10,45,32,2025-08-08 10:49:02
1415,7,14,7.1,10,45,32,2025-08-08 10:49:02
1416,7,15,8.1,10,45,32,2025-08-08 10:49:02
1417,7,16,7.8,10,45,32,2025-08-08 10:49:02
1418,7,17,8.3,10,45,32,2025-08-08 10:49:02
1419,7,18,7.2,10,45,32,2025-08-08 10:49:02
1420,7,19,7.8,10,45,32,2025-08-08 10:49:02
1421,7,21,7.2,10,45,32,2025-08-08 10:49:02
1422,8,10,7.6,10,45,47,2025-08-08 10:49:02
1423,8,11,8.4,10,45,47,2025-08-08 10:49:02
1424,8,12,7.3,10,45,47,2025-08-08 10:49:02
1425,8,13,8.4,10,45,47,2025-08-08 10:49:02
1426,8,14,7.2,10,45,47,2025-08-08 10:49:02
1427,8,15,8.2,10,45,47,2025-08-08 10:49:02
1428,8,16,7.9,10,45,47,2025-08-08 10:49:02
1429,8,17,8.3,10,45,47,2025-08-08 10:49:02
1430,8,18,7.2,10,45,47,2025-08-08 10:49:02
1431,8,19,7.9,10,45,47,2025-08-08 10:49:02
1432,8,21,7.2,10,45,47,2025-08-08 10:49:02
1433,9,10,7.6,10,46,2,2025-08-08 10:49:02
1434,9,11,8.5,10,46,2,2025-08-08 10:49:02
1435,9,12,7.4,10,46,2,2025-08-08 10:49:02
1436,9,13,8.4,10,46,2,2025-08-08 10:49:02
1437,9,14,7.2,10,46,2,2025-08-08 10:49:02
1438,9,15,8.3,10,46,2,2025-08-08 10:49:02
1439,9,16,7.9,10,46,2,2025-08-08 10:49:02
1440,9,17,8.4,10,46,2,2025-08-08 10:49:02
1441,9,18,7.2,10,46,2,2025-08-08 10:49:02
1442,9,19,7.9,10,46,2,2025-08-08 10:49:02
1443,9,21,7.2,10,46,2,2025-08-08 10:49:02
1444,10,10,7.7,10,46,17,2025-08-08 10:49:02
1445,10,11,8.6,10,46,17,2025-08-08 10:49:02
1446,10,12,7.4,10,46,17,2025-08-08 10:49:02
1447,10,13,8.4,10,46,17,2025-08-08 10:49:02
1448,10,14,7.3,10,46,17,2025-08-08 10:49:02
1449,10,15,8.3,10,46,17,2025-08-08 10:49:02
1450,10,16,8.0,10,46,17,2025-08-08 10:49:02
1451,10,17,8.4,10,46,17,2025-08-08 10:49:02
1452,10,18,7.3,10,46,17,2025-08-08 10:49:02
1453,10,19,7.9,10,46,17,2025-08-08 10:49:02
1454,10,21,7.3,10,46,17,2025-08-08 10:49:02
1455,11,10,7.7,10,46,32,2025-08-08 10:49:02
1456,11,11,8.6,10,46,32,2025-08-08 10:49:02
1457,11,12,7.4,10,46,32,2025-08-08 10:49:02
1458,11,13,8.5,10,46,32,2025-08-08 10:49:02
1459,11,14,7.4,10,46,32,2025-08-08 10:49:02
1460,11,15,8.4,10,46,32,2025-08-08 10:49:02
1461,11,16,8.0,10,46,32,2025-08-08 10:49:02
1462,11,17,8.4,10,46,32,2025-08-08 10:49:02
1463,11,18,7.4,10,46,32,2025-08-08 10:49:02
1464,11,19,8.0,10,46,32,2025-08-08 10:49:02
1465,11,21,7.4,10,46,32,2025-08-08 10:49:02
1466,12,10,7.8,10,46,47,2025-08-08 10:49:02
1467,12,11,8.6,10,46,47,2025-08-08 10:49:02
1468,12,12,7.5,10,46,47,2025-08-08 10:49:02
1469,12,13,8.6,10,46,47,2025-08-08 10:49:02
1470,12,14,7.4,10,46,47,2025-08-08 10:49:02
1471,12,15,8.4,10,46,47,2025-08-08 10:49:02
1472,12,16,8.1,10,46,47,2025-08-08 10:49:02
1473,12,17,8.4,10,46,47,2025-08-08 10:49:02
1474,12,18,7.4,10,46,47,2025-08-08 10:49:02
1475,12,19,8.1,10,46,47,2025-08-08 10:49:02
1476,12,21,7.4,10,46,47,2025-08-08 10:49:02
1477,13,10,7.8,10,47,2,2025-08-08 10:49:02
1478,13,11,8.7,10,47,2,2025-08-08 10:49:02
1479,13,12,7.6,10,47,2,2025-08-08 10:49:02
1480,13,13,8.6,10,47,2,2025-08-08 10:49:02
1481,13,14,7.4,10,47,2,2025-08-08 10:49:02
1482,13,15,8.5,10,47,2,2025-08-08 10:49:02
1483,13,16,8.1,10,47,2,2025-08-08 10:49:02
1484,13,17,8.5,10,47,2,2025-08-08 10:49:02
1485,13,18,7.4,10,47,2,2025-08-08 10:49:02
1486,13,19,8.1,10,47,2,2025-08-08 10:49:02
1487,13,21,7.4,10,47,2,2025-08-08 10:49:02
1488,14,10,7.9,10,47,17,2025-08-08 10:49:02
1489,14,11,8.7,10,47,17,2025-08-08 10:49:02
1490,14,12,7.6,10,47,17,2025-08-08 10:49:02
1491,14,13,8.6,10,47,17,2025-08-08 10:49:02
1492,14,14,7.5,10,47,17,2025-08-08 10:49:02
1493,14,15,8.4,10,47,17,2025-08-08 10:49:02
1494,14,16,8.1,10,47,17,2025-08-08 10:49:02
1495,14,17,8.5,10,47,17,2025-08-08 10:49:02
1496,14,18,7.5,10,47,17,2025-08-08 10:49:02
1497,14,19,8.1,10,47,17,2025-08-08 10:49:02
1498,14,21,7.5,10,47,17,2025-08-08 10:49:02
1499,15,10,7.9,10,47,32,2025-08-08 10:49:02
1500,15,11,8.7,10,47,32,2025-08-08 10:49:02
1501,15,12,7.6,10,47,32,2025-08-08 10:49:02
1502,15,13,8.6,10,47,32,2025-08-08 10:49:02
1503,15,14,7.5,10,47,32,2025-08-08 10:49:02
1504,15,15,8.5,10,47,32,2025-08-08 10:49:02
1505,15,16,8.1,10,47,32,2025-08-08 10:49:02
1506,15,17,8.6,10,47,32,2025-08-08 10:49:02
1507,15,18,7.5,10,47,32,2025-08-08 10:49:02
1508,15,19,8.2,10,47,32,2025-08-08 10:49:02
1509,15,21,7.1,10,47,32,2025-08-08 10:49:02
1510,16,10,7.8,10,47,47,2025-08-08 10:49:02
1511,16,11,8.5,10,47,47,2025-08-08 10:49:02
1512,16,12,7.5,10,47,47,2025-08-08 10:49:02
1513,16,13,8.5,10,47,47,2025-08-08 10:49:02
1514,16,14,7.4,10,47,47,2025-08-08 10:49:02
1515,16,15,8.4,10,47,47,2025-08-08 10:49:02
1516,16,16,8.0,10,47,47,2025-08-08 10:49:02
1517,16,17,8.5,10,47,47,2025-08-08 10:49:02
1518,16,18,7.3,10,47,47,2025-08-08 10:49:02
1519,16,19,8.2,10,47,47,2025-08-08 10:49:02
1520,16,21,6.6,10,47,47,2025-08-08 10:49:02
1521,17,10,7.6,10,48,2,2025-08-08 10:49:02
1522,17,11,8.3,10,48,2,2025-08-08 10:49:02
1523,17,12,7.3,10,48,2,2025-08-08 10:49:02
1524,17,13,8.4,10,48,2,2025-08-08 10:49:02
1525,17,14,7.4,10,48,2,2025-08-08 10:49:02
1526,17,15,8.3,10,48,2,2025-08-08 10:49:02
1527,17,16,7.8,10,48,2,2025-08-08 10:49:02
1528,17,17,8.4,10,48,2,2025-08-08 10:49:02
1529,17,18,7.1,10,48,2,2025-08-08 10:49:02
1530,17,19,8.1,10,48,2,2025-08-08 10:49:02
1531,17,21,6.1,10,48,2,2025-08-08 10:49:02
1532,18,10,7.4,10,48,17,2025-08-08 10:49:02
1533,18,11,8.1,10,48,17,2025-08-08 10:49:02
1534,18,12,7.1,10,48,17,2025-08-08 10:49:02
1535,18,13,8.2,10,48,17,2025-08-08 10:49:02
1536,18,14,7.2,10,48,17,2025-08-08 10:49:02
1537,18,15,8.1,10,48,17,2025-08-08 10:49:02
1538,18,16,7.6,10,48,17,2025-08-08 10:49:02
1539,18,17,8.4,10,48,17,2025-08-08 10:49:02
1540,18,18,6.9,10,48,17,2025-08-08 10:49:02
1541,18,19,8.1,10,48,17,2025-08-08 10:49:02
1542,18,21,5.6,10,48,17,2025-08-08 10:49:02
1543,19,10,7.2,10,48,32,2025-08-08 10:49:02
1544,19,11,7.8,10,48,32,2025-08-08 10:49:02
1545,19,12,6.9,10,48,32,2025-08-08 10:49:02
1546,19,13,8.0,10,48,32,2025-08-08 10:49:02
1547,19,14,7.0,10,48,32,2025-08-08 10:49:02
1548,19,15,7.9,10,48,32,2025-08-08 10:49:02
1549,19,16,7.4,10,48,32,2025-08-08 10:49:02
1550,19,17,8.3,10,48,32,2025-08-08 10:49:02
1551,19,18,6.6,10,48,32,2025-08-08 10:49:02
1552,19,19,7.9,10,48,32,2025-08-08 10:49:02
1553,19,21,5.1,10,48,32,2025-08-08 10:49:02
1554,20,10,7.0,10,48,47,2025-08-08 10:49:02
1555,20,11,7.6,10,48,47,2025-08-08 10:49:02
1556,20,12,6.6,10,48,47,2025-08-08 10:49:02
1557,20,13,7.8,10,48,47,2025-08-08 10:49:02
1558,20,14,6.8,10,48,47,2025-08-08 10:49:02
1559,20,15,7.7,10,48,47,2025-08-08 10:49:02
1560,20,16,7.1,10,48,47,2025-08-08 10:49:02
1561,20,17,8.1,10,48,47,2025-08-08 10:49:02
1562,20,18,6.4,10,48,47,2025-08-08 10:49:02
1563,20,19,7.8,10,48,47,2025-08-08 10:49:02
1564,20,21,4.6,10,48,47,2025-08-08 10:49:02
1565,1,10,6.6,10,49,6,2025-08-08 10:54:06
1566,1,11,7.1,10,49,6,2025-08-08 10:54:06
1567,1,12,6.2,10,49,6,2025-08-08 10:54:06
1568,1,13,7.5,10,49,6,2025-08-08 10:54:06
1569,1,14,6.4,10,49,6,2025-08-08 10:54:06
1570,1,15,7.4,10,49,6,2025-08-08 10:54:06
1571,1,16,6.7,10,49,6,2025-08-08 10:54:06
1572,1,17,7.9,10,49,6,2025-08-08 10:54:06
1573,1,18,5.9,10,49,6,2025-08-08 10:54:06
1574,1,19,7.6,10,49,6,2025-08-08 10:54:06
1575,1,21,3.9,10,49,6,2025-08-08 10:54:06
1576,2,10,6.4,10,49,21,2025-08-08 10:54:06
1577,2,11,6.8,10,49,21,2025-08-08 10:54:06
1578,2,12,5.8,10,49,21,2025-08-08 10:54:06
1579,2,13,7.2,10,49,21,2025-08-08 10:54:06
1580,2,14,6.2,10,49,21,2025-08-08 10:54:06
1581,2,15,7.1,10,49,21,2025-08-08 10:54:06
1582,2,16,6.5,10,49,21,2025-08-08 10:54:06
1583,2,17,7.7,10,49,21,2025-08-08 10:54:06
1584,2,18,5.6,10,49,21,2025-08-08 10:54:06
1585,2,19,7.4,10,49,21,2025-08-08 10:54:06
1586,2,21,3.4,10,49,21,2025-08-08 10:54:06
1587,3,10,6.1,10,49,36,2025-08-08 10:54:06
1588,3,11,6.5,10,49,36,2025-08-08 10:54:06
1589,3,12,5.6,10,49,36,2025-08-08 10:54:06
1590,3,13,7.1,10,49,36,2025-08-08 10:54:06
1591,3,14,5.9,10,49,36,2025-08-08 10:54:06
1592,3,15,6.8,10,49,36,2025-08-08 10:54:06
1593,3,16,6.2,10,49,36,2025-08-08 10:54:06
1594,3,17,7.4,10,49,36,2025-08-08 10:54:06
1595,3,18,5.4,10,49,36,2025-08-08 10:54:06
1596,3,19,7.1,10,49,36,2025-08-08 10:54:06
1597,3,21,3.4,10,49,36,2025-08-08 10:54:06
1598,4,10,5.9,10,49,51,2025-08-08 10:54:06
1599,4,11,6.3,10,49,51,2025-08-08 10:54:06
1600,4,12,5.4,10,49,51,2025-08-08 10:54:06
1601,4,13,6.9,10,49,51,2025-08-08 10:54:06
1602,4,14,5.7,10,49,51,2025-08-08 10:54:06
1603,4,15,6.7,10,49,51,2025-08-08 10:54:06
1604,4,16,6.1,10,49,51,2025-08-08 10:54:06
1605,4,17,7.3,10,49,51,2025-08-08 10:54:06
1606,4,18,5.3,10,49,51,2025-08-08 10:54:06
1607,4,19,7.0,10,49,51,2025-08-08 10:54:06
1608,4,21,3.5,10,49,51,2025-08-08 10:54:06
1609,5,10,5.7,10,50,6,2025-08-08 10:54:06
1610,5,11,6.2,10,50,6,2025-08-08 10:54:06
1611,5,12,5.2,10,50,6,2025-08-08 10:54:06
1612,5,13,6.7,10,50,6,2025-08-08 10:54:06
1613,5,14,5.5,10,50,6,2025-08-08 10:54:06
1614,5,15,6.4,10,50,6,2025-08-08 10:54:06
1615,5,16,5.9,10,50,6,2025-08-08 10:54:06
1616,5,17,7.1,10,50,6,2025-08-08 10:54:06
1617,5,18,5.2,10,50,6,2025-08-08 10:54:06
1618,5,19,6.9,10,50,6,2025-08-08 10:54:06
1619,5,21,3.6,10,50,6,2025-08-08 10:54:06
1620,6,10,5.6,10,50,21,2025-08-08 10:54:06
1621,6,11,6.1,10,50,21,2025-08-08 10:54:06
1622,6,12,5.1,10,50,21,2025-08-08 10:54:06
1623,6,13,6.7,10,50,21,2025-08-08 10:54:06
1624,6,14,5.4,10,50,21,2025-08-08 10:54:06
1625,6,15,6.4,10,50,21,2025-08-08 10:54:06
1626,6,16,5.9,10,50,21,2025-08-08 10:54:06
1627,6,17,7.1,10,50,21,2025-08-08 10:54:06
1628,6,18,5.2,10,50,21,2025-08-08 10:54:06
1629,6,19,6.7,10,50,21,2025-08-08 10:54:06
1630,6,21,3.7,10,50,21,2025-08-08 10:54:06
1631,7,10,5.5,10,50,36,2025-08-08 10:54:06
1632,7,11,6.0,10,50,36,2025-08-08 10:54:06
1633,7,12,5.1,10,50,36,2025-08-08 10:54:06
1634,7,13,6.6,10,50,36,2025-08-08 10:54:06
1635,7,14,5.4,10,50,36,2025-08-08 10:54:06
1636,7,15,6.3,10,50,36,2025-08-08 10:54:06
1637,7,16,5.8,10,50,36,2025-08-08 10:54:06
1638,7,17,6.9,10,50,36,2025-08-08 10:54:06
1639,7,18,5.1,10,50,36,2025-08-08 10:54:06
1640,7,19,6.6,10,50,36,2025-08-08 10:54:06
1641,7,21,3.9,10,50,36,2025-08-08 10:54:06
1642,8,10,5.4,10,50,51,2025-08-08 10:54:06
1643,8,11,6.0,10,50,51,2025-08-08 10:54:06
1644,8,12,5.0,10,50,51,2025-08-08 10:54:06
1645,8,13,6.6,10,50,51,2025-08-08 10:54:06
1646,8,14,5.3,10,50,51,2025-08-08 10:54:06
1647,8,15,6.2,10,50,51,2025-08-08 10:54:06
1648,8,16,5.7,10,50,51,2025-08-08 10:54:06
1649,8,17,6.9,10,50,51,2025-08-08 10:54:06
1650,8,18,5.1,10,50,51,2025-08-08 10:54:06
1651,8,19,6.5,10,50,51,2025-08-08 10:54:06
1652,8,21,4.1,10,50,51,2025-08-08 10:54:06
1653,9,10,5.4,10,51,6,2025-08-08 10:54:06
1654,9,11,6.0,10,51,6,2025-08-08 10:54:06
1655,9,12,5.0,10,51,6,2025-08-08 10:54:06
1656,9,13,6.6,10,51,6,2025-08-08 10:54:06
1657,9,14,5.3,10,51,6,2025-08-08 10:54:06
1658,9,15,6.3,10,51,6,2025-08-08 10:54:06
1659,9,16,5.7,10,51,6,2025-08-08 10:54:06
1660,9,17,6.8,10,51,6,2025-08-08 10:54:06
1661,9,18,5.1,10,51,6,2025-08-08 10:54:06
1662,9,19,6.5,10,51,6,2025-08-08 10:54:06
1663,9,21,4.1,10,51,6,2025-08-08 10:54:06
1664,10,10,5.4,10,51,21,2025-08-08 10:54:06
1665,10,11,6.0,10,51,21,2025-08-08 10:54:06
1666,10,12,5.0,10,51,21,2025-08-08 10:54:06
1667,10,13,6.6,10,51,21,2025-08-08 10:54:06
1668,10,14,5.2,10,51,21,2025-08-08 10:54:06
1669,10,15,6.2,10,51,21,2025-08-08 10:54:06
1670,10,16,5.7,10,51,21,2025-08-08 10:54:06
1671,10,17,6.8,10,51,21,2025-08-08 10:54:06
1672,10,18,5.2,10,51,21,2025-08-08 10:54:06
1673,10,19,6.4,10,51,21,2025-08-08 10:54:06
1674,10,21,4.3,10,51,21,2025-08-08 10:54:06
1675,11,10,5.4,10,51,36,2025-08-08 10:54:06
1676,11,11,6.1,10,51,36,2025-08-08 10:54:06
1677,11,12,5.1,10,51,36,2025-08-08 10:54:06
1678,11,13,6.6,10,51,36,2025-08-08 10:54:06
1679,11,14,5.3,10,51,36,2025-08-08 10:54:06
1680,11,15,6.2,10,51,36,2025-08-08 10:54:06
1681,11,16,5.7,10,51,36,2025-08-08 10:54:06
1682,11,17,6.7,10,51,36,2025-08-08 10:54:06
1683,11,18,5.2,10,51,36,2025-08-08 10:54:06
1684,11,19,6.4,10,51,36,2025-08-08 10:54:06
1685,11,21,4.4,10,51,36,2025-08-08 10:54:06
1686,12,10,5.4,10,51,51,2025-08-08 10:54:06
1687,12,11,6.1,10,51,51,2025-08-08 10:54:06
1688,12,12,5.1,10,51,51,2025-08-08 10:54:06
1689,12,13,6.7,10,51,51,2025-08-08 10:54:06
1690,12,14,5.3,10,51,51,2025-08-08 10:54:06
1691,12,15,6.2,10,51,51,2025-08-08 10:54:06
1692,12,16,5.8,10,51,51,2025-08-08 10:54:06
1693,12,17,6.7,10,51,51,2025-08-08 10:54:06
1694,12,18,5.2,10,51,51,2025-08-08 10:54:06
1695,12,19,6.4,10,51,51,2025-08-08 10:54:06
1696,12,21,4.6,10,51,51,2025-08-08 10:54:06
1697,13,10,5.4,10,52,6,2025-08-08 10:54:06
1698,13,11,6.2,10,52,6,2025-08-08 10:54:06
1699,13,12,5.2,10,52,6,2025-08-08 10:54:06
1700,13,13,6.7,10,52,6,2025-08-08 10:54:06
1701,13,14,5.3,10,52,6,2025-08-08 10:54:06
1702,13,15,6.2,10,52,6,2025-08-08 10:54:06
1703,13,16,5.8,10,52,6,2025-08-08 10:54:06
1704,13,17,6.7,10,52,6,2025-08-08 10:54:06
1705,13,18,5.3,10,52,6,2025-08-08 10:54:06
1706,13,19,6.3,10,52,6,2025-08-08 10:54:06
1707,13,21,4.7,10,52,6,2025-08-08 10:54:06
1708,14,10,5.5,10,52,21,2025-08-08 10:54:06
1709,14,11,6.3,10,52,21,2025-08-08 10:54:06
1710,14,12,5.2,10,52,21,2025-08-08 10:54:06
1711,14,13,6.7,10,52,21,2025-08-08 10:54:06
1712,14,14,5.4,10,52,21,2025-08-08 10:54:06
1713,14,15,6.3,10,52,21,2025-08-08 10:54:06
1714,14,16,5.9,10,52,21,2025-08-08 10:54:06
1715,14,17,6.7,10,52,21,2025-08-08 10:54:06
1716,14,18,5.3,10,52,21,2025-08-08 10:54:06
1717,14,19,6.4,10,52,21,2025-08-08 10:54:06
1718,14,21,4.7,10,52,21,2025-08-08 10:54:06
1719,15,10,5.5,10,52,36,2025-08-08 10:54:06
1720,15,11,6.4,10,52,36,2025-08-08 10:54:06
1721,15,12,5.3,10,52,36,2025-08-08 10:54:06
1722,15,13,6.7,10,52,36,2025-08-08 10:54:06
1723,15,14,5.4,10,52,36,2025-08-08 10:54:06
1724,15,15,6.4,10,52,36,2025-08-08 10:54:06
1725,15,16,5.9,10,52,36,2025-08-08 10:54:06
1726,15,17,6.8,10,52,36,2025-08-08 10:54:06
1727,15,18,5.4,10,52,36,2025-08-08 10:54:06
1728,15,19,6.4,10,52,36,2025-08-08 10:54:06
1729,15,21,4.8,10,52,36,2025-08-08 10:54:06
1730,16,10,5.6,10,52,51,2025-08-08 10:54:06
1731,16,11,6.4,10,52,51,2025-08-08 10:54:06
1732,16,12,5.4,10,52,51,2025-08-08 10:54:06
1733,16,13,6.8,10,52,51,2025-08-08 10:54:06
1734,16,14,5.4,10,52,51,2025-08-08 10:54:06
1735,16,15,6.4,10,52,51,2025-08-08 10:54:06
1736,16,16,6.0,10,52,51,2025-08-08 10:54:06
1737,16,17,6.8,10,52,51,2025-08-08 10:54:06
1738,16,18,5.4,10,52,51,2025-08-08 10:54:06
1739,16,19,6.4,10,52,51,2025-08-08 10:54:06
1740,16,21,5.0,10,52,51,2025-08-08 10:54:06
1741,17,10,5.6,10,53,6,2025-08-08 10:54:06
1742,17,11,6.6,10,53,6,2025-08-08 10:54:06
1743,17,12,5.4,10,53,6,2025-08-08 10:54:06
1744,17,13,6.9,10,53,6,2025-08-08 10:54:06
1745,17,14,5.5,10,53,6,2025-08-08 10:54:06
1746,17,15,6.5,10,53,6,2025-08-08 10:54:06
1747,17,16,6.0,10,53,6,2025-08-08 10:54:06
1748,17,17,6.8,10,53,6,2025-08-08 10:54:06
1749,17,18,5.5,10,53,6,2025-08-08 10:54:06
1750,17,19,6.4,10,53,6,2025-08-08 10:54:06
1751,17,21,5.1,10,53,6,2025-08-08 10:54:06
1752,18,10,5.7,10,53,21,2025-08-08 10:54:06
1753,18,11,6.6,10,53,21,2025-08-08 10:54:06
1754,18,12,5.5,10,53,21,2025-08-08 10:54:06
1755,18,13,6.9,10,53,21,2025-08-08 10:54:06
1756,18,14,5.6,10,53,21,2025-08-08 10:54:06
1757,18,15,6.5,10,53,21,2025-08-08 10:54:06
1758,18,16,6.1,10,53,21,2025-08-08 10:54:06
1759,18,17,6.9,10,53,21,2025-08-08 10:54:06
1760,18,18,5.6,10,53,21,2025-08-08 10:54:06
1761,18,19,6.4,10,53,21,2025-08-08 10:54:06
1762,18,21,5.2,10,53,21,2025-08-08 10:54:06
1763,19,10,5.7,10,53,36,2025-08-08 10:54:06
1764,19,11,6.7,10,53,36,2025-08-08 10:54:06
1765,19,12,5.6,10,53,36,2025-08-08 10:54:06
1766,19,13,6.9,10,53,36,2025-08-08 10:54:06
1767,19,14,5.6,10,53,36,2025-08-08 10:54:06
1768,19,15,6.6,10,53,36,2025-08-08 10:54:06
1769,19,16,6.1,10,53,36,2025-08-08 10:54:06
1770,19,17,6.9,10,53,36,2025-08-08 10:54:06
1771,19,18,5.6,10,53,36,2025-08-08 10:54:06
1772,19,19,6.4,10,53,36,2025-08-08 10:54:06
1773,19,21,5.3,10,53,36,2025-08-08 10:54:06
1774,20,10,5.8,10,53,51,2025-08-08 10:54:06
1775,20,11,6.7,10,53,51,2025-08-08 10:54:06
1776,20,12,5.6,10,53,51,2025-08-08 10:54:06
1777,20,13,7.0,10,53,51,2025-08-08 10:54:06
1778,20,14,5.7,10,53,51,2025-08-08 10:54:06
1779,20,15,6.6,10,53,51,2025-08-08 10:54:06
1780,20,16,6.2,10,53,51,2025-08-08 10:54:06
1781,20,17,6.9,10,53,51,2025-08-08 10:54:06
1782,20,18,5.7,10,53,51,2025-08-08 10:54:06
1783,20,19,6.4,10,53,51,2025-08-08 10:54:06
1784,20,21,5.4,10,53,51,2025-08-08 10:54:06
1785,1,10,5.9,10,54,10,2025-08-08 10:59:10
1786,1,11,6.9,10,54,10,2025-08-08 10:59:10
1787,1,12,5.7,10,54,10,2025-08-08 10:59:10
1788,1,13,7.1,10,54,10,2025-08-08 10:59:10
1789,1,14,5.7,10,54,10,2025-08-08 10:59:10
1790,1,15,6.7,10,54,10,2025-08-08 10:59:10
1791,1,16,6.3,10,54,10,2025-08-08 10:59:10
1792,1,17,7.0,10,54,10,2025-08-08 10:59:10
1793,1,18,5.7,10,54,10,2025-08-08 10:59:10
1794,1,19,6.5,10,54,10,2025-08-08 10:59:10
1795,1,21,5.5,10,54,10,2025-08-08 10:59:10
1796,2,10,5.9,10,54,25,2025-08-08 10:59:10
1797,2,11,6.9,10,54,25,2025-08-08 10:59:10
1798,2,12,5.8,10,54,25,2025-08-08 10:59:10
1799,2,13,7.1,10,54,25,2025-08-08 10:59:10
1800,2,14,5.8,10,54,25,2025-08-08 10:59:10
1801,2,15,6.7,10,54,25,2025-08-08 10:59:10
1802,2,16,6.3,10,54,25,2025-08-08 10:59:10
1803,2,17,7.0,10,54,25,2025-08-08 10:59:10
1804,2,18,5.8,10,54,25,2025-08-08 10:59:10
1805,2,19,6.6,10,54,25,2025-08-08 10:59:10
1806,2,21,5.6,10,54,25,2025-08-08 10:59:10
1807,3,10,6.1,10,54,40,2025-08-08 10:59:10
1808,3,11,7.1,10,54,40,2025-08-08 10:59:10
1809,3,12,5.9,10,54,40,2025-08-08 10:59:10
1810,3,13,7.2,10,54,40,2025-08-08 10:59:10
1811,3,14,5.8,10,54,40,2025-08-08 10:59:10
1812,3,15,6.7,10,54,40,2025-08-08 10:59:10
1813,3,16,6.4,10,54,40,2025-08-08 10:59:10
1814,3,17,7.1,10,54,40,2025-08-08 10:59:10
1815,3,18,5.8,10,54,40,2025-08-08 10:59:10
1816,3,19,6.6,10,54,40,2025-08-08 10:59:10
1817,3,21,5.7,10,54,40,2025-08-08 10:59:10
1818,4,10,6.1,10,54,55,2025-08-08 10:59:10
1819,4,11,7.1,10,54,55,2025-08-08 10:59:10
1820,4,12,5.9,10,54,55,2025-08-08 10:59:10
1821,4,13,7.2,10,54,55,2025-08-08 10:59:10
1822,4,14,5.9,10,54,55,2025-08-08 10:59:10
1823,4,15,6.9,10,54,55,2025-08-08 10:59:10
1824,4,16,6.4,10,54,55,2025-08-08 10:59:10
1825,4,17,7.1,10,54,55,2025-08-08 10:59:10
1826,4,18,5.9,10,54,55,2025-08-08 10:59:10
1827,4,19,6.6,10,54,55,2025-08-08 10:59:10
1828,4,21,5.8,10,54,55,2025-08-08 10:59:10
1829,5,10,6.2,10,55,10,2025-08-08 10:59:10
1830,5,11,7.2,10,55,10,2025-08-08 10:59:10
1831,5,12,6.0,10,55,10,2025-08-08 10:59:10
1832,5,13,7.3,10,55,10,2025-08-08 10:59:10
1833,5,14,5.9,10,55,10,2025-08-08 10:59:10
1834,5,15,6.9,10,55,10,2025-08-08 10:59:10
1835,5,16,6.5,10,55,10,2025-08-08 10:59:10
1836,5,17,7.1,10,55,10,2025-08-08 10:59:10
1837,5,18,6.0,10,55,10,2025-08-08 10:59:10
1838,5,19,6.7,10,55,10,2025-08-08 10:59:10
